strategy,player,tier,hits,n_draws,empirical_prob,theoretical_prob,game
Fixed Numbers,fixed_3,Match 2 + Grand,19881,2000000,0.0099405,0.009921945960005956,grand
Fixed Numbers,fixed_3,Match 1 + Grand,101706,2000000,0.050853,0.05084997304503053,grand
Fixed Numbers,fixed_3,Grand Number only,162907,2000000,0.0814535,0.08135995687204885,grand
Fixed Numbers,fixed_4,"Match 5 + Grand (Jackpot: $1,000/day for life)",1,2000000,5e-07,7.491653548781303e-08,grand
Fixed Numbers,fixed_4,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_4,Match 4 + Grand,40,2000000,2e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_4,Match 4,201,2000000,0.0001005,9.88898268439132e-05,grand
Fixed Numbers,fixed_4,Match 3 + Grand,1438,2000000,0.000719,0.0007087104257147113,grand
Fixed Numbers,fixed_4,Match 3,8536,2000000,0.004268,0.004252262554288268,grand
Fixed Numbers,fixed_4,Match 2 + Grand,19858,2000000,0.009929,0.009921945960005956,grand
Fixed Numbers,fixed_4,Match 1 + Grand,101965,2000000,0.0509825,0.05084997304503053,grand
Fixed Numbers,fixed_4,Grand Number only,162804,2000000,0.081402,0.08135995687204885,grand
Fixed Numbers,fixed_5,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_5,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_5,Match 4 + Grand,34,2000000,1.7e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_5,Match 4,194,2000000,9.7e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_5,Match 3 + Grand,1462,2000000,0.000731,0.0007087104257147113,grand
Fixed Numbers,fixed_5,Match 3,8542,2000000,0.004271,0.004252262554288268,grand
Fixed Numbers,fixed_5,Match 2 + Grand,19478,2000000,0.009739,0.009921945960005956,grand
Fixed Numbers,fixed_5,Match 1 + Grand,102055,2000000,0.0510275,0.05084997304503053,grand
Fixed Numbers,fixed_5,Grand Number only,163077,2000000,0.0815385,0.08135995687204885,grand
Fixed Numbers,fixed_6,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_6,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_6,Match 4 + Grand,37,2000000,1.85e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_6,Match 4,188,2000000,9.4e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_6,Match 3 + Grand,1386,2000000,0.000693,0.0007087104257147113,grand
Fixed Numbers,fixed_6,Match 3,8441,2000000,0.0042205,0.004252262554288268,grand
Fixed Numbers,fixed_6,Match 2 + Grand,19871,2000000,0.0099355,0.009921945960005956,grand
Fixed Numbers,fixed_6,Match 1 + Grand,101921,2000000,0.0509605,0.05084997304503053,grand
Fixed Numbers,fixed_6,Grand Number only,162017,2000000,0.0810085,0.08135995687204885,grand
Fixed Numbers,fixed_7,"Match 5 + Grand (Jackpot: $1,000/day for life)",1,2000000,5e-07,7.491653548781303e-08,grand
Fixed Numbers,fixed_7,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_7,Match 4 + Grand,32,2000000,1.6e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_7,Match 4,198,2000000,9.9e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_7,Match 3 + Grand,1368,2000000,0.000684,0.0007087104257147113,grand
Fixed Numbers,fixed_7,Match 3,8603,2000000,0.0043015,0.004252262554288268,grand
Fixed Numbers,fixed_7,Match 2 + Grand,19879,2000000,0.0099395,0.009921945960005956,grand
Fixed Numbers,fixed_7,Match 1 + Grand,101431,2000000,0.0507155,0.05084997304503053,grand
Fixed Numbers,fixed_7,Grand Number only,163395,2000000,0.0816975,0.08135995687204885,grand
Fixed Numbers,fixed_8,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_8,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_8,Match 4 + Grand,34,2000000,1.7e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_8,Match 4,195,2000000,9.75e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_8,Match 3 + Grand,1413,2000000,0.0007065,0.0007087104257147113,grand
Fixed Numbers,fixed_8,Match 3,8312,2000000,0.004156,0.004252262554288268,grand
Fixed Numbers,fixed_8,Match 2 + Grand,19903,2000000,0.0099515,0.009921945960005956,grand
Fixed Numbers,fixed_8,Match 1 + Grand,102195,2000000,0.0510975,0.05084997304503053,grand
Fixed Numbers,fixed_8,Grand Number only,162253,2000000,0.0811265,0.08135995687204885,grand
Fixed Numbers,fixed_9,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_9,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_9,Match 4 + Grand,33,2000000,1.65e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_9,Match 4,191,2000000,9.55e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_9,Match 3 + Grand,1510,2000000,0.000755,0.0007087104257147113,grand
Fixed Numbers,fixed_9,Match 3,8454,2000000,0.004227,0.004252262554288268,grand
Fixed Numbers,fixed_9,Match 2 + Grand,19754,2000000,0.009877,0.009921945960005956,grand
Fixed Numbers,fixed_9,Match 1 + Grand,101614,2000000,0.050807,0.05084997304503053,grand
Fixed Numbers,fixed_9,Grand Number only,163016,2000000,0.081508,0.08135995687204885,grand
Fixed Numbers,fixed_10,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_10,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_10,Match 4 + Grand,28,2000000,1.4e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_10,Match 4,213,2000000,0.0001065,9.88898268439132e-05,grand
Fixed Numbers,fixed_10,Match 3 + Grand,1463,2000000,0.0007315,0.0007087104257147113,grand
Fixed Numbers,fixed_10,Match 3,8434,2000000,0.004217,0.004252262554288268,grand
Fixed Numbers,fixed_10,Match 2 + Grand,19805,2000000,0.0099025,0.009921945960005956,grand
Fixed Numbers,fixed_10,Match 1 + Grand,101710,2000000,0.050855,0.05084997304503053,grand
Fixed Numbers,fixed_10,Grand Number only,162792,2000000,0.081396,0.08135995687204885,grand
Fixed Numbers,fixed_11,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_11,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_11,Match 4 + Grand,37,2000000,1.85e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_11,Match 4,200,2000000,0.0001,9.88898268439132e-05,grand
Fixed Numbers,fixed_11,Match 3 + Grand,1381,2000000,0.0006905,0.0007087104257147113,grand
Fixed Numbers,fixed_11,Match 3,8596,2000000,0.004298,0.004252262554288268,grand
Fixed Numbers,fixed_11,Match 2 + Grand,19566,2000000,0.009783,0.009921945960005956,grand
Fixed Numbers,fixed_11,Match 1 + Grand,101502,2000000,0.050751,0.05084997304503053,grand
Fixed Numbers,fixed_11,Grand Number only,162488,2000000,0.081244,0.08135995687204885,grand
Fixed Numbers,fixed_12,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_12,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_12,Match 4 + Grand,33,2000000,1.65e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_12,Match 4,199,2000000,9.95e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_12,Match 3 + Grand,1437,2000000,0.0007185,0.0007087104257147113,grand
Fixed Numbers,fixed_12,Match 3,8493,2000000,0.0042465,0.004252262554288268,grand
Fixed Numbers,fixed_12,Match 2 + Grand,19805,2000000,0.0099025,0.009921945960005956,grand
Fixed Numbers,fixed_12,Match 1 + Grand,101668,2000000,0.050834,0.05084997304503053,grand
Fixed Numbers,fixed_12,Grand Number only,162984,2000000,0.081492,0.08135995687204885,grand
Fixed Numbers,fixed_13,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_13,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_13,Match 4 + Grand,32,2000000,1.6e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_13,Match 4,196,2000000,9.8e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_13,Match 3 + Grand,1433,2000000,0.0007165,0.0007087104257147113,grand
Fixed Numbers,fixed_13,Match 3,8327,2000000,0.0041635,0.004252262554288268,grand
Fixed Numbers,fixed_13,Match 2 + Grand,19949,2000000,0.0099745,0.009921945960005956,grand
Fixed Numbers,fixed_13,Match 1 + Grand,101703,2000000,0.0508515,0.05084997304503053,grand
Fixed Numbers,fixed_13,Grand Number only,162624,2000000,0.081312,0.08135995687204885,grand
Fixed Numbers,fixed_14,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_14,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_14,Match 4 + Grand,32,2000000,1.6e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_14,Match 4,191,2000000,9.55e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_14,Match 3 + Grand,1380,2000000,0.00069,0.0007087104257147113,grand
Fixed Numbers,fixed_14,Match 3,8436,2000000,0.004218,0.004252262554288268,grand
Fixed Numbers,fixed_14,Match 2 + Grand,19956,2000000,0.009978,0.009921945960005956,grand
Fixed Numbers,fixed_14,Match 1 + Grand,101741,2000000,0.0508705,0.05084997304503053,grand
Fixed Numbers,fixed_14,Grand Number only,162632,2000000,0.081316,0.08135995687204885,grand
Fixed Numbers,fixed_15,"Match 5 + Grand (Jackpot: $1,000/day for life)",1,2000000,5e-07,7.491653548781303e-08,grand
Fixed Numbers,fixed_15,"Match 5 ($25,000/year for life)",2,2000000,1e-06,4.494992129268782e-07,grand
Fixed Numbers,fixed_15,Match 4 + Grand,46,2000000,2.3e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_15,Match 4,181,2000000,9.05e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_15,Match 3 + Grand,1400,2000000,0.0007,0.0007087104257147113,grand
Fixed Numbers,fixed_15,Match 3,8438,2000000,0.004219,0.004252262554288268,grand
Fixed Numbers,fixed_15,Match 2 + Grand,19729,2000000,0.0098645,0.009921945960005956,grand
Fixed Numbers,fixed_15,Match 1 + Grand,101167,2000000,0.0505835,0.05084997304503053,grand
Fixed Numbers,fixed_15,Grand Number only,162889,2000000,0.0814445,0.08135995687204885,grand
Fixed Numbers,fixed_16,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_16,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_16,Match 4 + Grand,31,2000000,1.55e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_16,Match 4,192,2000000,9.6e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_16,Match 3 + Grand,1422,2000000,0.000711,0.0007087104257147113,grand
Fixed Numbers,fixed_16,Match 3,8496,2000000,0.004248,0.004252262554288268,grand
Fixed Numbers,fixed_16,Match 2 + Grand,19774,2000000,0.009887,0.009921945960005956,grand
Fixed Numbers,fixed_16,Match 1 + Grand,101349,2000000,0.0506745,0.05084997304503053,grand
Fixed Numbers,fixed_16,Grand Number only,162656,2000000,0.081328,0.08135995687204885,grand
Fixed Numbers,fixed_17,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_17,"Match 5 ($25,000/year for life)",2,2000000,1e-06,4.494992129268782e-07,grand
Fixed Numbers,fixed_17,Match 4 + Grand,32,2000000,1.6e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_17,Match 4,201,2000000,0.0001005,9.88898268439132e-05,grand
Fixed Numbers,fixed_17,Match 3 + Grand,1404,2000000,0.000702,0.0007087104257147113,grand
Fixed Numbers,fixed_17,Match 3,8544,2000000,0.004272,0.004252262554288268,grand
Fixed Numbers,fixed_17,Match 2 + Grand,19835,2000000,0.0099175,0.009921945960005956,grand
Fixed Numbers,fixed_17,Match 1 + Grand,101182,2000000,0.050591,0.05084997304503053,grand
Fixed Numbers,fixed_17,Grand Number only,162779,2000000,0.0813895,0.08135995687204885,grand
Fixed Numbers,fixed_18,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_18,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_18,Match 4 + Grand,43,2000000,2.15e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_18,Match 4,176,2000000,8.8e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_18,Match 3 + Grand,1405,2000000,0.0007025,0.0007087104257147113,grand
Fixed Numbers,fixed_18,Match 3,8454,2000000,0.004227,0.004252262554288268,grand
Fixed Numbers,fixed_18,Match 2 + Grand,19936,2000000,0.009968,0.009921945960005956,grand
Fixed Numbers,fixed_18,Match 1 + Grand,101573,2000000,0.0507865,0.05084997304503053,grand
Fixed Numbers,fixed_18,Grand Number only,162784,2000000,0.081392,0.08135995687204885,grand
Fixed Numbers,fixed_19,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_19,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_19,Match 4 + Grand,27,2000000,1.35e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_19,Match 4,211,2000000,0.0001055,9.88898268439132e-05,grand
Fixed Numbers,fixed_19,Match 3 + Grand,1467,2000000,0.0007335,0.0007087104257147113,grand
Fixed Numbers,fixed_19,Match 3,8402,2000000,0.004201,0.004252262554288268,grand
Fixed Numbers,fixed_19,Match 2 + Grand,20053,2000000,0.0100265,0.009921945960005956,grand
Fixed Numbers,fixed_19,Match 1 + Grand,101235,2000000,0.0506175,0.05084997304503053,grand
Fixed Numbers,fixed_19,Grand Number only,163145,2000000,0.0815725,0.08135995687204885,grand
Fixed Numbers,fixed_20,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_20,"Match 5 ($25,000/year for life)",4,2000000,2e-06,4.494992129268782e-07,grand
Fixed Numbers,fixed_20,Match 4 + Grand,32,2000000,1.6e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_20,Match 4,194,2000000,9.7e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_20,Match 3 + Grand,1386,2000000,0.000693,0.0007087104257147113,grand
Fixed Numbers,fixed_20,Match 3,8502,2000000,0.004251,0.004252262554288268,grand
Fixed Numbers,fixed_20,Match 2 + Grand,19840,2000000,0.00992,0.009921945960005956,grand
Fixed Numbers,fixed_20,Match 1 + Grand,101757,2000000,0.0508785,0.05084997304503053,grand
Fixed Numbers,fixed_20,Grand Number only,161959,2000000,0.0809795,0.08135995687204885,grand
Fixed Numbers,fixed_21,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_21,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_21,Match 4 + Grand,35,2000000,1.75e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_21,Match 4,195,2000000,9.75e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_21,Match 3 + Grand,1382,2000000,0.000691,0.0007087104257147113,grand
Fixed Numbers,fixed_21,Match 3,8466,2000000,0.004233,0.004252262554288268,grand
Fixed Numbers,fixed_21,Match 2 + Grand,19951,2000000,0.0099755,0.009921945960005956,grand
Fixed Numbers,fixed_21,Match 1 + Grand,101587,2000000,0.0507935,0.05084997304503053,grand
Fixed Numbers,fixed_21,Grand Number only,163151,2000000,0.0815755,0.08135995687204885,grand
Fixed Numbers,fixed_22,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_22,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_22,Match 4 + Grand,29,2000000,1.45e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_22,Match 4,184,2000000,9.2e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_22,Match 3 + Grand,1388,2000000,0.000694,0.0007087104257147113,grand
Fixed Numbers,fixed_22,Match 3,8462,2000000,0.004231,0.004252262554288268,grand
Fixed Numbers,fixed_22,Match 2 + Grand,19707,2000000,0.0098535,0.009921945960005956,grand
Fixed Numbers,fixed_22,Match 1 + Grand,101051,2000000,0.0505255,0.05084997304503053,grand
Fixed Numbers,fixed_22,Grand Number only,162799,2000000,0.0813995,0.08135995687204885,grand
Fixed Numbers,fixed_23,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_23,"Match 5 ($25,000/year for life)",0,2000000,0.0,4.494992129268782e-07,grand
Fixed Numbers,fixed_23,Match 4 + Grand,30,2000000,1.5e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_23,Match 4,185,2000000,9.25e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_23,Match 3 + Grand,1571,2000000,0.0007855,0.0007087104257147113,grand
Fixed Numbers,fixed_23,Match 3,8444,2000000,0.004222,0.004252262554288268,grand
Fixed Numbers,fixed_23,Match 2 + Grand,19928,2000000,0.009964,0.009921945960005956,grand
Fixed Numbers,fixed_23,Match 1 + Grand,101821,2000000,0.0509105,0.05084997304503053,grand
Fixed Numbers,fixed_23,Grand Number only,162448,2000000,0.081224,0.08135995687204885,grand
Fixed Numbers,fixed_24,"Match 5 + Grand (Jackpot: $1,000/day for life)",0,2000000,0.0,7.491653548781303e-08,grand
Fixed Numbers,fixed_24,"Match 5 ($25,000/year for life)",1,2000000,5e-07,4.494992129268782e-07,grand
Fixed Numbers,fixed_24,Match 4 + Grand,29,2000000,1.45e-05,1.6481637807318865e-05,grand
Fixed Numbers,fixed_24,Match 4,187,2000000,9.35e-05,9.88898268439132e-05,grand
Fixed Numbers,fixed_24,Match 3 + Grand,1357,2000000,0.0006785,0.0007087104257147113,grand
Fixed Numbers,fixed_24,Match 3,8452,2000000,0.004226,0.004252262554288268,grand
Fixed Numbers,fixed_24,Match 2 + Grand,19746,2000000,0.009873,0.009921945960005956,grand
Fixed Numbers,fixed_24,Match 1 + Grand,101517,2000000,0.0507585,0.05084997304503053,grand
Fixed Numbers,fixed_24,Grand Number only,163457,2000000,0.0817285,0.08135995687204885,grand
